Year,State,District,Water Level
2020-21,Gujarat,Rajkot,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Begusarai,2 to 5 Pre Monsoon (in mbgl)
2021-22,Punjab,Bathinda,10 to 20 Pre Monsoon (in mbgl)
2020-21,Assam,East Karbi Anglong,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttarakhand,Tehri Garhwal,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Dindori,5 to 10 Pre Monsoon (in mbgl)
2019-20,Nagaland,Longleng,20 to 40 Pre Monsoon (in mbgl)
2020-21,Uttarakhand,Tehri Garhwal,10 to 20 Pre Monsoon (in mbgl)
2021-22,Punjab,Muktsar,10 to 20 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Lakhimpur Kheri,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Jamtara,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Gorakhpur,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Meerut,5 to 10 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Bemetara,5 to 10 Pre Monsoon (in mbgl)
2020-21,West Bengal,Dakshin Dinajpur,0 to 2 Pre Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Kra Daadi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Kupwara,0 to 2 Pre Monsoon (in mbgl)
2019-20,Tripura,North Tripura,2 to 5 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Ujjain,5 to 10 Pre Monsoon (in mbgl)
2021-22,Odisha,Jharsuguda,5 to 10 Pre Monsoon (in mbgl)
2020-21,Gujarat,Aravalli,5 to 10 Pre Monsoon (in mbgl)
2021-22,Goa,Dharbandora,5 to 10 Pre Monsoon (in mbgl)
2020-21,Kerala,Palakkad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Virudhunagar,5 to 10 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Viluppuram,5 to 10 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Tiruvallur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Bihar,Buxar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Bihar,Araria,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Poonch,N.A. Pre Monsoon (in mbgl)
2021-22,Ladakh,Kargil,10 to 20 Pre Monsoon (in mbgl)
2021-22,West Bengal,Purulia,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Sant Kabir Nagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Shamli,10 to 20 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Jalgaon,5 to 10 Pre Monsoon (in mbgl)
2020-21,Nagaland,Kohima,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Raisen,5 to 10 Pre Monsoon (in mbgl)
2019-20,Telangana,Siddipet,20 to 40 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Chatra,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Lakhisarai,5 to 10 Pre Monsoon (in mbgl)
2021-22,Telangana,Nirmal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttarakhand,Pauri Garhwal,>15 Pre Monsoon (in mbgl)
2019-20,West Bengal,Purba Bardhaman,2 to 5 Pre Monsoon (in mbgl)
2020-21,Nagaland,Phek,20 to 40 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Agar Malwa,10 to 20 Pre Monsoon (in mbgl)
2021-22,Karnataka,Dharwad,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttarakhand,Champawat,10 to 20 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Palghar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Andhra Pradesh,Vizianagaram,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Khargone,2 to 5 Pre Monsoon (in mbgl)
2019-20,Karnataka,Dharwad,2 to 5 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Balrampur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Pratapgarh,10 to 20 Pre Monsoon (in mbgl)
2019-20,Delhi,South-East Delhi,20 to 40 Pre Monsoon (in mbgl)
2021-22,Karnataka,Mandya,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Amethi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Lohit,2 T0 5 Pre Monsoon (in mbgl)
2019-20,Gujarat,Patan,10 to 20 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Udhampur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Ashok Nagar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Himachal Pradesh,Kinnaur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Gonda,2 to 5 Pre Monsoon (in mbgl)
2021-22,Bihar,Nalanda,2 to 5 Pre Monsoon (in mbgl)
2019-20,Uttarakhand,Bageshwar,10 to 20 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Kallakurichi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Punjab,Rupnagar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Simdega,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Madhubani,2 to 5 Pre Monsoon (in mbgl)
2019-20,Bihar,Jamui,5 to 10 Pre Monsoon (in mbgl)
2020-21,Punjab,Ferozepur,10 to 20 Pre Monsoon (in mbgl)
2019-20,Telangana,Nalgonda,10 to 20 Pre Monsoon (in mbgl)
2020-21,Odisha,Mayurbhanj,5 to 10 Pre Monsoon (in mbgl)
2021-22,Goa,Pernem,2 to 5 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Narsinghpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Assam,Kokrajhar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Karnataka,Bijapur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Barwani,5 to 10 Pre Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Baramulla,0 to 2 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Kurung Kumey,5 to 10 Pre Monsoon (in mbgl)
2020-21,Goa,Canacona,2 to 5 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Durg,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Patan,10 to 20 Pre Monsoon (in mbgl)
2019-20,Goa,Salcete,5 to 10 Pre Monsoon (in mbgl)
2020-21,Delhi,South-East Delhi,20 to 40 Pre Monsoon (in mbgl)
2021-22,Telangana,Mahabubnagar,5 to 10 Pre Monsoon (in mbgl)
2019-20,Punjab,Mansa,10 to 20 Pre Monsoon (in mbgl)
2019-20,Bihar,Purnia,2 to 5 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Chandrapur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Odisha,Sambalpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Telangana,Kamareddy,10 to 20 Pre Monsoon (in mbgl)
2020-21,Gujarat,Porbandar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Odisha,Jagatsinghapur,2 to 5 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Kanyakumari,5 to 10 Pre Monsoon (in mbgl)
2021-22,Assam,Udalguri,2 to 5 Pre Monsoon (in mbgl)
2020-21,West Bengal,North 24 Parganas,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Narmada,2 to 5 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Jaipur,>40 Pre Monsoon (in mbgl)
2020-21,Delhi,Central Delhi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Assam,Kamrup (Metro),2 to 5 Pre Monsoon (in mbgl)
2020-21,Meghalaya,East Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2021-22,Haryana,Sonipat,10 to 20 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Rajnandgaon,5 to 10 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Bemetara,5 to 10 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Raigad,2 to 5 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Raigarh,2 to 5 Pre Monsoon (in mbgl)
2021-22,Telangana,Nagarkurnool,10 to 20 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Mandsaur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Delhi,New Delhi,20 to 40 Pre Monsoon (in mbgl)
2021-22,West Bengal,Darjeeling,2 to 5 Pre Monsoon (in mbgl)
2020-21,Bihar,Patna,2 to 5 Pre Monsoon (in mbgl)
2019-20,Assam,Hailakandi,0 to 2 Pre Monsoon (in mbgl)
2021-22,Kerala,Kottayam,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Moradabad,10 to 20 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Fatehpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,West Bengal,Murshidabad,5 to 10 Pre Monsoon (in mbgl)
2020-21,Meghalaya,West Khasi Hills,2 to 5 Pre Monsoon (in mbgl)
2020-21,Telangana,Adilabad,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Mathura,5 to 10 Pre Monsoon (in mbgl)
2020-21,Telangana,Jangaon,10 to 20 Pre Monsoon (in mbgl)
2019-20,Gujarat,Surat,5 to 10 Pre Monsoon (in mbgl)
2019-20,Meghalaya,West Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2021-22,Assam,Karbi Anglong,2 to 5 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Jalore,>40 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Ganderbal,0 to 2 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Udaipur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Ahmednagar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Shivpuri,5 to 10 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Jalna,5 to 10 Pre Monsoon (in mbgl)
2019-20,Odisha,Dhenkanal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Arwal,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Pratapgarh,5 to 10 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Erode,5 to 10 Pre Monsoon (in mbgl)
2020-21,Andhra Pradesh,East Godavari,5 to 10 Pre Monsoon (in mbgl)
2020-21,Goa,Pernem,2 to 5 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Shahdol,5 to 10 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Osmanabad,10 to 20 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Bhind,5 to 10 Pre Monsoon (in mbgl)
2020-21,Chandigarh,Chandigarh,10 to 20 Pre Monsoon (in mbgl)
2019-20,Dadra and Nagar Haveli,Dadra and Nagar Haveli,5 to 10 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Betul,10 to 20 Pre Monsoon (in mbgl)
2020-21,Telangana,Yadadri Bhuvangiri,10 to 20 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Mahi Banswara,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Balrampur,2 to 5 Pre Monsoon (in mbgl)
2020-21,Bihar,Nalanda,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Hardoi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Bharatpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Andhra Pradesh,Y.S.R. (Kadapa),2 to 5 Pre Monsoon (in mbgl)
2019-20,Telangana,Mahabubnagar,10 to 20 Pre Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Shopian,0 to 2 Pre Monsoon (in mbgl)
2021-22,Karnataka,Ramanagara,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Bareilly,5 to 10 Pre Monsoon (in mbgl)
2019-20,Haryana,Jind,10 to 20 Pre Monsoon (in mbgl)
2020-21,Punjab,Gurdaspur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Jhunjhunu,>40 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Dhaulpur,10 to 20 Pre Monsoon (in mbgl)
2019-20,Bihar,Nalanda,5 to 10 Pre Monsoon (in mbgl)
2020-21,Karnataka,Bangalore Rural,5 to 10 Pre Monsoon (in mbgl)
2019-20,Telangana,Vikarabad,10 to 20 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Gondia,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Gir Somnath,5 to 10 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Pudukkottai,5 to 10 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Raigarh,2 to 5 Pre Monsoon (in mbgl)
2019-20,Gujarat,Anand,20 to 40 Pre Monsoon (in mbgl)
2019-20,Punjab,Fatehgarh Sahib,20 to 40 Pre Monsoon (in mbgl)
2019-20,Goa,Bicholim,5 to 10 Pre Monsoon (in mbgl)
2019-20,Punjab,Amritsar,10 to 20 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Kupwara,0 to 2 Pre Monsoon (in mbgl)
2020-21,Karnataka,Shimoga,10 to 20 Pre Monsoon (in mbgl)
2019-20,Karnataka,Bellary,2 to 5 Pre Monsoon (in mbgl)
2020-21,Nagaland,Longleng,20 to 40 Pre Monsoon (in mbgl)
2020-21,Andaman and Nicobar Islands,North Andaman,0 to 2 Pre Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Lower Siang,10 to 20 Pre Monsoon (in mbgl)
2019-20,Gujarat,Narmada,5 to 10 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Ujjain,10 to 20 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Raipur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Bharatpur,10 to 20 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Mau,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Hamirpur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Andhra Pradesh,Vizianagaram,5 to 10 Pre Monsoon (in mbgl)
2019-20,Meghalaya,North Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2019-20,Nagaland,Tuensang,20 to 40 Pre Monsoon (in mbgl)
2020-21,Telangana,Ranga Reddy,10 to 20 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Agra,10 to 20 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Siang,2 to 5 Pre Monsoon (in mbgl)
2021-22,West Bengal,Birbhum,5 to 10 Pre Monsoon (in mbgl)
2019-20,Odisha,Rayagada,2 to 5 Pre Monsoon (in mbgl)
2019-20,Tripura,Unakoti,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Bhagalpur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Mau,0 to 2 Pre Monsoon (in mbgl)
2021-22,Odisha,Dhenkanal,2 to 5 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Kancheepuram,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Agra,10 to 20 Pre Monsoon (in mbgl)
2019-20,Haryana,Fatehabad,20 to 40 Pre Monsoon (in mbgl)
2020-21,Goa,Quepem,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Kanpur Nagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Deoria,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Hathras,10 to 20 Pre Monsoon (in mbgl)
2019-20,Odisha,Kendujhar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Assam,Sivasagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Mumbai Suburban,2 to 5 Pre Monsoon (in mbgl)
2021-22,Odisha,Kendujhar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Odisha,Nayagarh,2 to 5 Pre Monsoon (in mbgl)
2019-20,Haryana,Faridabad,20 to 40 Pre Monsoon (in mbgl)
2021-22,Nagaland,Wokha,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Lakhimpur Kheri,2 to 5 Pre Monsoon (in mbgl)
2019-20,Himachal Pradesh,Kinnaur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Himachal Pradesh,Lahul & Spiti,N.A. Pre Monsoon (in mbgl)
2019-20,Delhi,North-West Delhi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Washim,5 to 10 Pre Monsoon (in mbgl)
2020-21,Haryana,Mahendragarh,20 to 40 Pre Monsoon (in mbgl)
2020-21,Nagaland,Tuensang,20 to 40 Pre Monsoon (in mbgl)
2019-20,Goa,Sanguem,5 to 10 Pre Monsoon (in mbgl)
2019-20,Ladakh,Kargil,10 to 20 Pre Monsoon (in mbgl)
2019-20,Delhi,North Delhi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kulgam,10 to 20 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Dantewada,5 to 10 Pre Monsoon (in mbgl)
2019-20,Karnataka,Haveri,10 to 20 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Sambhal,10 to 20 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Lahul & Spiti,N.A. Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Rae Bareli,2 to 5 Pre Monsoon (in mbgl)
2020-21,Haryana,Kaithal,20 to 40 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Karur,2 to 5 Pre Monsoon (in mbgl)
2021-22,Andhra Pradesh,West Godavari,10 to 20 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Udaipur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Bihar,Kaimur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Gujarat,Dang,5 to 10 Pre Monsoon (in mbgl)
2020-21,Puducherry,Karaikal,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Auraiya,5 to 10 Pre Monsoon (in mbgl)
2020-21,Bihar,Aurangabad,5 to 10 Pre Monsoon (in mbgl)
2019-20,Andaman and Nicobar Islands,Ross Island,0 to 2 Pre Monsoon (in mbgl)
2019-20,Assam,Cachar,0 to 2 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Vidisha,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Siddharth Nagar,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Agar Malwa,10 to 20 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Kota,5 to 10 Pre Monsoon (in mbgl)
2021-22,Telangana,Wanaparthy,10 to 20 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Buldana,5 to 10 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Burhanpur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Ghazipur,0 to 2 Pre Monsoon (in mbgl)
2021-22,Delhi,South-East Delhi,10 to 20 Pre Monsoon (in mbgl)
2019-20,Bihar,Darbhanga,2 to 5 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Lower Dibang Valley,10 to 20 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Varanasi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Jhajjar,5 to 10 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Lohit,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Budgam,0 to 2 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Akola,10 to 20 Pre Monsoon (in mbgl)
2019-20,Odisha,Deogarh,5 to 10 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Lepa Rada,10 to 20 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Bundi,0 to 2 Pre Monsoon (in mbgl)
2021-22,Kerala,Kannur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Nagapattinam,5 to 10 Pre Monsoon (in mbgl)
2021-22,Delhi,North-West Delhi,2 to 5 Pre Monsoon (in mbgl)
2021-22,West Bengal,Malda,5 to 10 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Raigad,2 to 5 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Aurangabad,10 to 20 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Pune,5 to 10 Pre Monsoon (in mbgl)
2019-20,Himachal Pradesh,Kullu,5 to 10 Pre Monsoon (in mbgl)
2020-21,Odisha,Kandhamal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Dindigul,2 to 5 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Katni,10 to 20 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Washim,10 to 20 Pre Monsoon (in mbgl)
2019-20,Haryana,Kaithal,20 to 40 Pre Monsoon (in mbgl)
2020-21,Gujarat,Dohad,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Etawah,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Umaria,5 to 10 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Nanded,10 to 20 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Dhaulpur,10 to 20 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Dewas,10 to 20 Pre Monsoon (in mbgl)
2021-22,Telangana,Hyderabad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Telangana,Ranga Reddy,10 to 20 Pre Monsoon (in mbgl)
2021-22,Haryana,Mewat,5 to 10 Pre Monsoon (in mbgl)
2021-22,Odisha,Subarnapur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Arunachal Pradesh,East Siang,2 to 5 Pre Monsoon (in mbgl)
2019-20,West Bengal,Dakshin Dinajpur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Punjab,Rupnagar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Odisha,Kendujhar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Churu,20 to 40 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Reasi,2 to 5 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Virudhunagar,10 to 20 Pre Monsoon (in mbgl)
2020-21,Bihar,Begusarai,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Ratlam,10 to 20 Pre Monsoon (in mbgl)
2021-22,Bihar,Purnia,2 to 5 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Chamba,N.A. Pre Monsoon (in mbgl)
2020-21,Assam,Golaghat,5 to 10 Pre Monsoon (in mbgl)
2020-21,Bihar,Nawada,5 to 10 Pre Monsoon (in mbgl)
2020-21,Karnataka,Udupi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Punjab,Fazilka,10 to 20 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Surguja,5 to 10 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Parbhani,5 to 10 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Jalna,10 to 20 Pre Monsoon (in mbgl)
2019-20,Punjab,Hoshiarpur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Upper Subansiri,5 to 10 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Tonk,2 to 5 Pre Monsoon (in mbgl)
2019-20,West Bengal,Jhargram,10 to 20 Pre Monsoon (in mbgl)
2020-21,Meghalaya,South West Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Tiruvallur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Jalaun,2 to 5 Pre Monsoon (in mbgl)
2020-21,Karnataka,Kodagu,10 to 20 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Rae Bareli,2 to 5 Pre Monsoon (in mbgl)
2021-22,Telangana,Khammam,5 to 10 Pre Monsoon (in mbgl)
2019-20,Punjab,Patiala,20 to 40 Pre Monsoon (in mbgl)
2020-21,Gujarat,Navsari,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tripura,Sipahijala,2 to 5 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Kolhapur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Umaria,5 to 10 Pre Monsoon (in mbgl)
2021-22,Meghalaya,South Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Bijnor,10 to 20 Pre Monsoon (in mbgl)
2020-21,Andhra Pradesh,Anantapur,10 to 20 Pre Monsoon (in mbgl)
2020-21,Telangana,Vikarabad,10 to 20 Pre Monsoon (in mbgl)
2020-21,Haryana,Ambala,10 to 20 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Korba,5 to 10 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Kodarma,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Bhopal,2 to 5 Pre Monsoon (in mbgl)
2019-20,Andhra Pradesh,East Godavari,2 to 5 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Kondagaon,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Doda,0 to 2 Pre Monsoon (in mbgl)
2019-20,Gujarat,Porbandar,10 to 20 Pre Monsoon (in mbgl)
2020-21,Telangana,Mancherial,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Anuppur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Ramban,2 to 5 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Namasai,2 to 5 Pre Monsoon (in mbgl)
2021-22,West Bengal,Jalpaiguri,2 to 5 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Theni,10 to 20 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Bandipora,0 to 2 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Koriya,2 to 5 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Pune,2 to 5 Pre Monsoon (in mbgl)
2020-21,West Bengal,Darjeeling,0 to 2 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Thanjavur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Goa,Mormugao,2 to 5 Pre Monsoon (in mbgl)
2019-20,Gujarat,Mahesana,5 to 10 Pre Monsoon (in mbgl)
2019-20,Meghalaya,South West Khasi Hills,0 to 2 Pre Monsoon (in mbgl)
2021-22,Telangana,Kumuram Bheem,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Gautam Buddha Nagar,20 to 40 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Rewa,10 to 20 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Kanpur Dehat,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Narsinghpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttarakhand,Haridwar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Gujarat,Tapi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Poonch,N.A. Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Chennai,5 to 10 Pre Monsoon (in mbgl)
2019-20,Meghalaya,South Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Dewas,10 to 20 Pre Monsoon (in mbgl)
